id;name;states.name;states.cities.name;states.cities.latitude;states.cities.longitude;states.cities.id
31;Brazil;Minas Gerais;Abadia dos Dourados;-18,36347;-47,46997;10054
31;Brazil;Minas Gerais;Abaeté;-19,11099;-45,43051;10057
31;Brazil;Minas Gerais;Abre Campo;-20,27265;-42,43908;10065
31;Brazil;Minas Gerais;Acaiaca;-20,4036;-43,10077;10068
31;Brazil;Minas Gerais;Açucena;-19,07306;-42,54639;10465
31;Brazil;Minas Gerais;Água Boa;-18,06423;-42,23027;15650
31;Brazil;Minas Gerais;Água Comprida;-19,99124;-48,11035;15655
31;Brazil;Minas Gerais;Aguanil;-20,96959;-45,41717;10095
31;Brazil;Minas Gerais;Águas Formosas;-17,08222;-40,93583;15666
31;Brazil;Minas Gerais;Águas Vermelhas;-15,74722;-41,46;15670
31;Brazil;Minas Gerais;Aimorés;-19,62552;-41,20955;10102
31;Brazil;Minas Gerais;Aiuruoca;-21,94703;-44,64779;10105
31;Brazil;Minas Gerais;Alagoa;-22,18147;-44,66024;10107
31;Brazil;Minas Gerais;Albertina;-22,19908;-46,62076;10115
31;Brazil;Minas Gerais;Além Paraíba;-21,80936;-42,7574;10201
31;Brazil;Minas Gerais;Alfenas;-21,39287;-45,99521;10130
31;Brazil;Minas Gerais;Alfredo Vasconcelos;-21,1424;-43,71114;10133
31;Brazil;Minas Gerais;Almenara;-16,10053;-40,71006;10142
31;Brazil;Minas Gerais;Alpercata;-18,98379;-42,00135;10147
31;Brazil;Minas Gerais;Alpinópolis;-20,81822;-46,37937;10149
31;Brazil;Minas Gerais;Alterosa;-21,21904;-46,18694;10157
31;Brazil;Minas Gerais;Alto Caparaó;-20,44669;-41,87096;10168
31;Brazil;Minas Gerais;Alto Jequitibá;-20,43703;-41,95113;10172
31;Brazil;Minas Gerais;Alto Rio Doce;-21,01929;-43,40538;10181
31;Brazil;Minas Gerais;Alvarenga;-19,3987;-41,68138;10190
31;Brazil;Minas Gerais;Alvinópolis;-20,12078;-43,15399;10193
31;Brazil;Minas Gerais;Alvorada de Minas;-18,79532;-43,37002;10197
31;Brazil;Minas Gerais;Amparo da Serra;-20,52383;-42,79878;10220
31;Brazil;Minas Gerais;Andradas;-22,06984;-46,5723;10245
31;Brazil;Minas Gerais;Andrelândia;-21,71132;-44,27912;10247
31;Brazil;Minas Gerais;Angelândia;-17,72394;-42,26234;10252
31;Brazil;Minas Gerais;Antônio Carlos;-21,40838;-43,76937;10273
31;Brazil;Minas Gerais;Antônio Dias;-19,56225;-42,88855;10275
31;Brazil;Minas Gerais;Antônio Prado de Minas;-21,02658;-42,15497;10281
31;Brazil;Minas Gerais;Araçaí;-19,242;-44,22429;10369
31;Brazil;Minas Gerais;Aracitaba;-21,35243;-43,40862;10312
31;Brazil;Minas Gerais;Araçuaí;-16,90822;-41,98596;10373
31;Brazil;Minas Gerais;Araguari;-18,64722;-48,18722;10324
31;Brazil;Minas Gerais;Arantina;-21,89632;-44,22633;10335
31;Brazil;Minas Gerais;Araponga;-20,66607;-42,51113;10339
31;Brazil;Minas Gerais;Araporã;-18,49061;-49,13761;10341
31;Brazil;Minas Gerais;Arapuá;-19,03065;-46,09585;10344
31;Brazil;Minas Gerais;Araújos;-19,87542;-45,15682;10375
31;Brazil;Minas Gerais;Araxá;-19,59333;-46,94056;10365
31;Brazil;Minas Gerais;Arceburgo;-21,36655;-46,94472;10376
31;Brazil;Minas Gerais;Arcos;-20,24351;-45,5676;10378
31;Brazil;Minas Gerais;Areado;-21,33401;-46,16798;10380
31;Brazil;Minas Gerais;Argirita;-21,63912;-42,82857;10392
31;Brazil;Minas Gerais;Aricanduva;-17,85789;-42,59791;10393
31;Brazil;Minas Gerais;Arinos;-15,80332;-45,94198;10394
31;Brazil;Minas Gerais;Astolfo Dutra;-21,30413;-42,88194;10432
31;Brazil;Minas Gerais;Ataléia;-18,18353;-41,16721;10438
31;Brazil;Minas Gerais;Augusto de Lima;-18,1072;-44,16792;10446
31;Brazil;Minas Gerais;Baependi;-21,97623;-44,85558;10472
31;Brazil;Minas Gerais;Baldim;-19,23659;-43,84684;10482
31;Brazil;Minas Gerais;Bambuí;-20,10451;-45,98743;10493
31;Brazil;Minas Gerais;Bandeira;-15,88042;-40,59969;10497
31;Brazil;Minas Gerais;Bandeira do Sul;-21,72907;-46,38283;10498
31;Brazil;Minas Gerais;Barão de Cocais;-19,8798;-43,49476;10572
31;Brazil;Minas Gerais;Barão de Monte Alto;-21,26536;-42,27886;10576
31;Brazil;Minas Gerais;Barbacena;-21,25031;-43,84171;10507
31;Brazil;Minas Gerais;Barra Longa;-20,27861;-43,0717;10519
31;Brazil;Minas Gerais;Barreiro do Jaíba;-15,61532;-43,59187;10555
31;Brazil;Minas Gerais;Barroso;-21,17886;-43,95708;10568
31;Brazil;Minas Gerais;Bela Vista de Minas;-19,80136;-43,10273;10597
31;Brazil;Minas Gerais;Belmiro Braga;-21,9644;-43,45933;10603
31;Brazil;Minas Gerais;Belo Horizonte;-19,92083;-43,93778;10607
31;Brazil;Minas Gerais;Belo Oriente;-19,25558;-42,44289;10610
31;Brazil;Minas Gerais;Belo Vale;-20,41584;-44,0647;10611
31;Brazil;Minas Gerais;Berilo;-16,8634;-42,48889;10632
31;Brazil;Minas Gerais;Berizal;-15,67761;-41,77137;10633
31;Brazil;Minas Gerais;Bertópolis;-16,95442;-40,56435;10640
31;Brazil;Minas Gerais;Betim;-19,96778;-44,19833;10642
31;Brazil;Minas Gerais;Bias Fortes;-21,63008;-43,75508;10646
31;Brazil;Minas Gerais;Bicas;-21,73237;-43,10454;10647
31;Brazil;Minas Gerais;Biquinhas;-18,76231;-45,54853;10650
31;Brazil;Minas Gerais;Boa Esperança;-21,08132;-45,62433;10658
31;Brazil;Minas Gerais;Bocaina de Minas;-22,23436;-44,49342;10681
31;Brazil;Minas Gerais;Bocaiúva;-17,38916;-43,83571;10683
31;Brazil;Minas Gerais;Bom Despacho;-19,69145;-45,25297;10691
31;Brazil;Minas Gerais;Bom Jardim de Minas;-21,9439;-44,12193;10697
31;Brazil;Minas Gerais;Bom Jesus da Penha;-20,99902;-46,54769;10704
31;Brazil;Minas Gerais;Bom Jesus do Amparo;-19,71668;-43,4684;10708
31;Brazil;Minas Gerais;Bom Jesus do Galho;-19,71687;-42,37558;10710
31;Brazil;Minas Gerais;Bom Repouso;-22,44963;-46,18632;10722
31;Brazil;Minas Gerais;Bom Sucesso;-21,03029;-44,79501;10726
31;Brazil;Minas Gerais;Bonfim;-20,31591;-44,2074;10731
31;Brazil;Minas Gerais;Bonfinópolis de Minas;-16,54416;-46,13266;10734
31;Brazil;Minas Gerais;Bonito de Minas;-14,91015;-44,88471;10740
31;Brazil;Minas Gerais;Borda da Mata;-22,25106;-46,16707;10752
31;Brazil;Minas Gerais;Botelhos;-21,64903;-46,42831;10757
31;Brazil;Minas Gerais;Botumirim;-16,9095;-43,00848;10759
31;Brazil;Minas Gerais;Brás Pires;-20,87837;-43,22442;10813
31;Brazil;Minas Gerais;Brasilândia de Minas;-16,93061;-45,96385;10771
31;Brazil;Minas Gerais;Brasília de Minas;-16,25246;-44,45712;10777
31;Brazil;Minas Gerais;Braúnas;-19,02181;-42,71399;10783
31;Brazil;Minas Gerais;Brazópolis;-22,48169;-45,62802;10779
31;Brazil;Minas Gerais;Brumadinho;-20,20447;-44,15388;10809
31;Brazil;Minas Gerais;Bueno Brandão;-22,50459;-46,35271;10814
31;Brazil;Minas Gerais;Buenópolis;-17,87455;-44,02374;10816
31;Brazil;Minas Gerais;Bugre;-19,36701;-42,30815;10818
31;Brazil;Minas Gerais;Buritis;-15,41389;-46,5547;10835
31;Brazil;Minas Gerais;Buritizeiro;-17,40582;-45,30446;10837
31;Brazil;Minas Gerais;Cabeceira Grande;-16,06178;-47,17573;10847
31;Brazil;Minas Gerais;Cabo Verde;-21,48702;-46,37999;10854
31;Brazil;Minas Gerais;Cachoeira da Prata;-19,51865;-44,4625;10867
31;Brazil;Minas Gerais;Cachoeira de Minas;-22,35563;-45,79447;10869
31;Brazil;Minas Gerais;Cachoeira de Pajeú;-15,97163;-41,49303;10870
31;Brazil;Minas Gerais;Cachoeira Dourada;-18,59094;-49,47013;10863
31;Brazil;Minas Gerais;Caetanópolis;-19,33473;-44,41002;10889
31;Brazil;Minas Gerais;Caeté;-19,87017;-43,6506;10891
31;Brazil;Minas Gerais;Caiana;-20,7308;-41,90016;10899
31;Brazil;Minas Gerais;Cajuri;-20,78744;-42,76259;10921
31;Brazil;Minas Gerais;Caldas;-21,88671;-46,35924;10923
31;Brazil;Minas Gerais;Camacho;-20,64216;-45,14334;10935
31;Brazil;Minas Gerais;Camanducaia;-22,75528;-46,14472;10938
31;Brazil;Minas Gerais;Cambuí;-22,58243;-46,06121;10950
31;Brazil;Minas Gerais;Cambuquira;-21,85379;-45,2717;10949
31;Brazil;Minas Gerais;Campanário;-18,2749;-41,73907;10956
31;Brazil;Minas Gerais;Campanha;-21,81412;-45,39753;10955
31;Brazil;Minas Gerais;Campestre;-21,73436;-46,22571;10958
31;Brazil;Minas Gerais;Campina Verde;-19,46113;-49,73967;10964
31;Brazil;Minas Gerais;Campo Azul;-16,52161;-44,80679;10981
31;Brazil;Minas Gerais;Campo Belo;-20,89722;-45,27722;10982
31;Brazil;Minas Gerais;Campo do Meio;-21,12604;-45,79572;11006
31;Brazil;Minas Gerais;Campo Florido;-19,69262;-48,65664;10987
31;Brazil;Minas Gerais;Campos Altos;-19,63694;-46,19815;11008
31;Brazil;Minas Gerais;Campos Gerais;-21,235;-45,75861;11011
31;Brazil;Minas Gerais;Cana Verde;-21,02062;-45,18335;11021
31;Brazil;Minas Gerais;Canaã;-20,66128;-42,63787;11030
31;Brazil;Minas Gerais;Canápolis;-18,77777;-49,27579;11061
31;Brazil;Minas Gerais;Candeias;-20,73894;-45,28719;11034
31;Brazil;Minas Gerais;Cantagalo;-18,51033;-42,6498;11053
31;Brazil;Minas Gerais;Caparaó;-20,52613;-41,9022;11064
31;Brazil;Minas Gerais;Capela Nova;-20,91843;-43,61587;11067
31;Brazil;Minas Gerais;Capelinha;-17,69167;-42,50214;11071
31;Brazil;Minas Gerais;Capetinga;-20,65301;-47,01826;11072
31;Brazil;Minas Gerais;Capim Branco;-19,57826;-44,16662;11074
31;Brazil;Minas Gerais;Capinópolis;-18,69222;-49,57943;11078
31;Brazil;Minas Gerais;Capitão Andrade;-19,04293;-41,82608;11081
31;Brazil;Minas Gerais;Capitão Enéas;-16,05629;-43,6747;11082
31;Brazil;Minas Gerais;Capitólio;-20,61528;-46,05;11087
31;Brazil;Minas Gerais;Caputira;-20,18512;-42,25284;11093
31;Brazil;Minas Gerais;Caraí;-17,18089;-41,54964;11115
31;Brazil;Minas Gerais;Caranaíba;-20,88526;-43,71231;11105
31;Brazil;Minas Gerais;Carandaí;-20,9884;-43,83413;11106
31;Brazil;Minas Gerais;Carangola;-20,70784;-42,10486;11107
31;Brazil;Minas Gerais;Caratinga;-19,68877;-41,88778;11110
31;Brazil;Minas Gerais;Carbonita;-17,47884;-43,04885;11120
31;Brazil;Minas Gerais;Careaçu;-22,07964;-45,66541;11124
31;Brazil;Minas Gerais;Carlos Chagas;-17,67817;-40,88519;11139
31;Brazil;Minas Gerais;Carmésia;-19,06534;-43,18402;11151
31;Brazil;Minas Gerais;Carmo da Cachoeira;-21,43323;-45,18036;11143
31;Brazil;Minas Gerais;Carmo da Mata;-20,56847;-44,88516;11144
31;Brazil;Minas Gerais;Carmo de Minas;-22,08863;-45,14949;11145
31;Brazil;Minas Gerais;Carmo do Cajuru;-20,18782;-44,71399;11146
31;Brazil;Minas Gerais;Carmo do Paranaíba;-18,87335;-46,14425;11147
31;Brazil;Minas Gerais;Carmo do Rio Claro;-20,97974;-46,10445;11148
31;Brazil;Minas Gerais;Carmópolis de Minas;-20,54914;-44,64527;11153
31;Brazil;Minas Gerais;Carneirinho;-19,71424;-50,80874;11159
31;Brazil;Minas Gerais;Carrancas;-21,49589;-44,61042;11163
31;Brazil;Minas Gerais;Carvalhópolis;-21,77488;-45,82688;11169
31;Brazil;Minas Gerais;Carvalhos;-22,03096;-44,47544;11168
31;Brazil;Minas Gerais;Casa Grande;-20,84072;-43,93951;11172
31;Brazil;Minas Gerais;Cascalho Rico;-18,54617;-47,85132;11175
31;Brazil;Minas Gerais;Cássia;-20,59294;-46,91761;11543
31;Brazil;Minas Gerais;Cataguases;-21,34548;-42,64976;11193
31;Brazil;Minas Gerais;Catas Altas;-20,07049;-43,42197;11199
31;Brazil;Minas Gerais;Catas Altas da Noruega;-20,68094;-43,4978;11200
31;Brazil;Minas Gerais;Catuji;-17,36328;-41,48183;11207
31;Brazil;Minas Gerais;Catuti;-15,3236;-43,11391;11212
31;Brazil;Minas Gerais;Caxambu;-21,97722;-44,9325;11216
31;Brazil;Minas Gerais;Cedro do Abaeté;-19,11465;-45,7007;11233
31;Brazil;Minas Gerais;Central de Minas;-18,76784;-41,28963;11239
31;Brazil;Minas Gerais;Centralina;-18,60922;-49,16062;11241
31;Brazil;Minas Gerais;Chácara;-21,67919;-43,21835;11285
31;Brazil;Minas Gerais;Chalé;-20,03354;-41,67809;11258
31;Brazil;Minas Gerais;Chapada do Norte;-17,16293;-42,37718;11263
31;Brazil;Minas Gerais;Chapada Gaúcha;-15,57934;-45,41242;11260
31;Brazil;Minas Gerais;Chiador;-21,97253;-43,00735;11276
31;Brazil;Minas Gerais;Cipotânea;-20,93027;-43,36547;11294
31;Brazil;Minas Gerais;Claraval;-20,35681;-47,25241;11297
31;Brazil;Minas Gerais;Claro dos Poções;-17,09679;-44,233;11298
31;Brazil;Minas Gerais;Cláudio;-20,39006;-44,79135;11302
31;Brazil;Minas Gerais;Coimbra;-20,84494;-42,79834;11316
31;Brazil;Minas Gerais;Coluna;-18,26842;-42,82813;11332
31;Brazil;Minas Gerais;Comendador Gomes;-19,6533;-49,08738;11340
31;Brazil;Minas Gerais;Comercinho;-16,28896;-41,77346;11342
31;Brazil;Minas Gerais;Conceição da Aparecida;-21,1012;-46,22626;11345
31;Brazil;Minas Gerais;Conceição da Barra de Minas;-21,14228;-44,48863;11347
31;Brazil;Minas Gerais;Conceição das Alagoas;-19,95627;-48,3051;11349
31;Brazil;Minas Gerais;Conceição das Pedras;-22,13866;-45,42694;11350
31;Brazil;Minas Gerais;Conceição de Ipanema;-19,91781;-41,70024;11351
31;Brazil;Minas Gerais;Conceição do Mato Dentro;-18,9001;-43,50229;11360
31;Brazil;Minas Gerais;Conceição do Pará;-19,7855;-44,87016;11361
31;Brazil;Minas Gerais;Conceição do Rio Verde;-21,90132;-45,07975;11362
31;Brazil;Minas Gerais;Conceição dos Ouros;-22,45037;-45,77976;11364
31;Brazil;Minas Gerais;Cônego Marinho;-14,98755;-44,60965;11558
31;Brazil;Minas Gerais;Confins;-19,65686;-43,98131;11375
31;Brazil;Minas Gerais;Congonhal;-22,13543;-46,03992;11378
31;Brazil;Minas Gerais;Congonhas;-20,50525;-43,8588;11379
31;Brazil;Minas Gerais;Congonhas do Norte;-18,88604;-43,6962;11380
31;Brazil;Minas Gerais;Conquista;-19,86841;-47,63352;11382
31;Brazil;Minas Gerais;Conselheiro Lafaiete;-20,66028;-43,78611;11384
31;Brazil;Minas Gerais;Conselheiro Pena;-19,17411;-41,458;11386
31;Brazil;Minas Gerais;Consolação;-22,54002;-45,90414;11387
31;Brazil;Minas Gerais;Contagem;-19,93167;-44,05361;11389
31;Brazil;Minas Gerais;Coqueiral;-21,17947;-45,43619;11392
31;Brazil;Minas Gerais;Coração de Jesus;-16,68619;-44,36279;11396
31;Brazil;Minas Gerais;Cordisburgo;-19,09925;-44,16458;11403
31;Brazil;Minas Gerais;Cordislândia;-21,7875;-45,67156;11404
31;Brazil;Minas Gerais;Corinto;-18,35246;-44,60589;11409
31;Brazil;Minas Gerais;Coroaci;-18,61187;-42,25835;11411
31;Brazil;Minas Gerais;Coromandel;-18,40456;-47,15161;11414
31;Brazil;Minas Gerais;Coronel Fabriciano;-19,51861;-42,62889;11419
31;Brazil;Minas Gerais;Coronel Murta;-16,58925;-42,19742;11426
31;Brazil;Minas Gerais;Coronel Pacheco;-21,60865;-43,29006;11427
31;Brazil;Minas Gerais;Coronel Xavier Chaves;-21,02869;-44,20221;11431
31;Brazil;Minas Gerais;Córrego Danta;-19,81349;-45,96149;11553
31;Brazil;Minas Gerais;Córrego do Bom Jesus;-22,62998;-45,99681;11556
31;Brazil;Minas Gerais;Córrego Fundo;-20,45029;-45,53592;11554
31;Brazil;Minas Gerais;Córrego Novo;-19,82874;-42,44214;11555
31;Brazil;Minas Gerais;Couto de Magalhães de Minas;-18,11856;-43,41813;11456
31;Brazil;Minas Gerais;Crisólita;-17,24147;-40,97498;11481
31;Brazil;Minas Gerais;Cristais;-20,80957;-45,52448;11467
31;Brazil;Minas Gerais;Cristália;-16,72547;-42,8187;11479
31;Brazil;Minas Gerais;Cristiano Otoni;-20,83688;-43,82931;11474
31;Brazil;Minas Gerais;Cristina;-22,21592;-45,2882;11476
31;Brazil;Minas Gerais;Crucilândia;-20,4066;-44,35991;11487
31;Brazil;Minas Gerais;Cruzeiro da Fortaleza;-18,96712;-46,65779;11495
31;Brazil;Minas Gerais;Cruzília;-21,73596;-44,79827;11504
31;Brazil;Minas Gerais;Cuparaque;-18,99664;-41,13368;11519
31;Brazil;Minas Gerais;Curral de Dentro;-15,84632;-41,75405;11532
31;Brazil;Minas Gerais;Curvelo;-18,78525;-44,41599;11538
31;Brazil;Minas Gerais;Datas;-18,48073;-43,65216;11563
31;Brazil;Minas Gerais;Delfim Moreira;-22,51165;-45,28972;11567
31;Brazil;Minas Gerais;Delfinópolis;-20,34248;-46,83952;11568
31;Brazil;Minas Gerais;Delta;-19,93414;-47,80435;11570
31;Brazil;Minas Gerais;Descoberto;-21,45167;-42,97128;11578
31;Brazil;Minas Gerais;Desterro de Entre Rios;-20,64186;-44,28135;11580
31;Brazil;Minas Gerais;Desterro do Melo;-21,1429;-43,52011;11581
31;Brazil;Minas Gerais;Diamantina;-17,97795;-43,60415;11588
31;Brazil;Minas Gerais;Diogo de Vasconcelos;-20,47593;-43,19094;11593
31;Brazil;Minas Gerais;Dionísio;-19,83679;-42,68817;11594
31;Brazil;Minas Gerais;Divinésia;-20,99465;-42,99513;11605
31;Brazil;Minas Gerais;Divino;-20,58996;-42,1755;11600
31;Brazil;Minas Gerais;Divino das Laranjeiras;-18,77778;-41,47972;11601
31;Brazil;Minas Gerais;Divinolândia de Minas;-18,77559;-42,57075;11604
31;Brazil;Minas Gerais;Divinópolis;-20,14355;-44,89065;11606
31;Brazil;Minas Gerais;Divisa Alegre;-15,69447;-41,39107;11609
31;Brazil;Minas Gerais;Divisa Nova;-21,52382;-46,24417;11610
31;Brazil;Minas Gerais;Divisópolis;-15,7674;-40,92393;11611
31;Brazil;Minas Gerais;Dom Bosco;-16,81133;-46,28457;11624
31;Brazil;Minas Gerais;Dom Cavati;-19,38835;-42,09365;11625
31;Brazil;Minas Gerais;Dom Joaquim;-18,92927;-43,26602;11630
31;Brazil;Minas Gerais;Dom Silvério;-20,12728;-42,94651;11635
31;Brazil;Minas Gerais;Dom Viçoso;-22,23185;-45,1488;11636
31;Brazil;Minas Gerais;Dona Eusébia;-21,32337;-42,80829;11640
31;Brazil;Minas Gerais;Dores de Campos;-21,11373;-43,99358;11643
31;Brazil;Minas Gerais;Dores de Guanhães;-19,04398;-42,92816;11644
31;Brazil;Minas Gerais;Dores do Indaiá;-19,47427;-45,54046;11645
31;Brazil;Minas Gerais;Dores do Turvo;-21,02779;-43,16365;11647
31;Brazil;Minas Gerais;Doresópolis;-20,29693;-45,86864;11648
31;Brazil;Minas Gerais;Douradoquara;-18,44204;-47,61478;11653
31;Brazil;Minas Gerais;Durandé;-20,15179;-41,7824;11670
31;Brazil;Minas Gerais;Elói Mendes;-21,60067;-45,59466;11686
31;Brazil;Minas Gerais;Engenheiro Caldas;-19,1135;-42,01786;11699
31;Brazil;Minas Gerais;Engenheiro Navarro;-17,30933;-44,03465;11701
31;Brazil;Minas Gerais;Entre Folhas;-19,65964;-42,24102;11704
31;Brazil;Minas Gerais;Entre Rios de Minas;-20,70275;-44,10687;11707
31;Brazil;Minas Gerais;Ervália;-20,84684;-42,61968;11723
31;Brazil;Minas Gerais;Esmeraldas;-19,7625;-44,31389;11726
31;Brazil;Minas Gerais;Espera Feliz;-20,59349;-41,91981;11727
31;Brazil;Minas Gerais;Espinosa;-14,85978;-42,99177;11736
31;Brazil;Minas Gerais;Espírito Santo do Dourado;-22,006;-45,99;11740
31;Brazil;Minas Gerais;Estiva;-22,45283;-46,02238;11745
31;Brazil;Minas Gerais;Estrela Dalva;-21,69328;-42,46834;11749
31;Brazil;Minas Gerais;Estrela do Indaiá;-19,58083;-45,81189;11753
31;Brazil;Minas Gerais;Estrela do Sul;-18,72229;-47,69732;11756
31;Brazil;Minas Gerais;Eugenópolis;-20,99897;-42,24618;11761
31;Brazil;Minas Gerais;Ewbank da Câmara;-21,57233;-43,55342;11765
31;Brazil;Minas Gerais;Extrema;-22,8265;-46,28351;11767
31;Brazil;Minas Gerais;Fama;-21,46845;-45,82005;11773
31;Brazil;Minas Gerais;Faria Lemos;-20,78262;-42,02787;11774
31;Brazil;Minas Gerais;Felício dos Santos;-18,15506;-43,24046;11801
31;Brazil;Minas Gerais;Felisburgo;-16,66153;-40,71814;11796
31;Brazil;Minas Gerais;Felixlândia;-18,69406;-44,91938;11797
31;Brazil;Minas Gerais;Fernandes Tourinho;-19,10298;-42,09459;11803
31;Brazil;Minas Gerais;Ferros;-19,23796;-42,97023;11814
31;Brazil;Minas Gerais;Fervedouro;-20,68788;-42,34214;11815
31;Brazil;Minas Gerais;Florestal;-19,86521;-44,44251;11839
31;Brazil;Minas Gerais;Formiga;-20,46444;-45,42639;11850
31;Brazil;Minas Gerais;Formoso;-15,14747;-46,09371;11857
31;Brazil;Minas Gerais;Fortaleza de Minas;-20,88169;-46,77437;11864
31;Brazil;Minas Gerais;Fortuna de Minas;-19,54845;-44,5023;11870
31;Brazil;Minas Gerais;Francisco Badaró;-16,95297;-42,28055;11878
31;Brazil;Minas Gerais;Francisco Dumont;-17,39766;-44,21775;11881
31;Brazil;Minas Gerais;Francisco Sá;-16,47583;-43,48833;11885
31;Brazil;Minas Gerais;Franciscópolis;-18,00982;-41,98437;11886
31;Brazil;Minas Gerais;Frei Gaspar;-18,14006;-41,49292;11891
31;Brazil;Minas Gerais;Frei Inocêncio;-18,51403;-41,87101;11892
31;Brazil;Minas Gerais;Frei Lagonegro;-18,14293;-42,76064;11893
31;Brazil;Minas Gerais;Fronteira;-20,22276;-49,1764;11898
31;Brazil;Minas Gerais;Fronteira dos Vales;-16,89172;-40,83008;11899
31;Brazil;Minas Gerais;Fruta de Leite;-16,16212;-42,52859;11901
31;Brazil;Minas Gerais;Frutal;-20,02472;-48,94056;11902
31;Brazil;Minas Gerais;Funilândia;-19,35187;-44,08205;11905
31;Brazil;Minas Gerais;Galiléia;-18,86897;-41,52503;11912
31;Brazil;Minas Gerais;Gameleiras;-14,97096;-43,3061;11917
31;Brazil;Minas Gerais;Glaucilândia;-16,89532;-43,66081;11947
31;Brazil;Minas Gerais;Goiabeira;-19,02964;-41,22725;11956
31;Brazil;Minas Gerais;Goianá;-21,56063;-43,18511;11962
31;Brazil;Minas Gerais;Gonçalves;-22,67479;-45,8378;11974
31;Brazil;Minas Gerais;Gonzaga;-18,87874;-42,49507;11973
31;Brazil;Minas Gerais;Gouveia;-18,5358;-43,85363;11976
31;Brazil;Minas Gerais;Governador Valadares;-18,85111;-41,94944;11990
31;Brazil;Minas Gerais;Grão Mogol;-16,49009;-42,96535;12008
31;Brazil;Minas Gerais;Grupiara;-18,47962;-47,77141;12007
31;Brazil;Minas Gerais;Guanhães;-18,85705;-42,8052;12025
31;Brazil;Minas Gerais;Guapé;-20,77404;-45,89935;12032
31;Brazil;Minas Gerais;Guaraciaba;-20,56919;-43,01146;12037
31;Brazil;Minas Gerais;Guaraciama;-17,08074;-43,60308;12040
31;Brazil;Minas Gerais;Guaranésia;-21,2882;-46,82229;12050
31;Brazil;Minas Gerais;Guarani;-21,35038;-43,05888;12043
31;Brazil;Minas Gerais;Guarará;-21,75802;-43,02469;12056
31;Brazil;Minas Gerais;Guarda-Mor;-17,76393;-47,14784;12063
31;Brazil;Minas Gerais;Guaxupé;-21,29181;-46,6811;12074
31;Brazil;Minas Gerais;Guidoval;-21,17678;-42,79015;12080
31;Brazil;Minas Gerais;Guimarânia;-18,81689;-46,73553;12081
31;Brazil;Minas Gerais;Guiricema;-21,01294;-42,69893;12084
31;Brazil;Minas Gerais;Gurinhatã;-19,06643;-49,86875;12085
31;Brazil;Minas Gerais;Heliodora;-22,04159;-45,5443;12094
31;Brazil;Minas Gerais;Iapu;-19,3509;-42,23727;12116
31;Brazil;Minas Gerais;Ibertioga;-21,4514;-43,94316;12127
31;Brazil;Minas Gerais;Ibiá;-19,54368;-46,61732;12164
31;Brazil;Minas Gerais;Ibiaí;-16,81004;-44,79235;12133
31;Brazil;Minas Gerais;Ibiracatu;-15,66695;-44,13281;12144
31;Brazil;Minas Gerais;Ibiraci;-20,40137;-47,14267;12145
31;Brazil;Minas Gerais;Ibirité;-20,02194;-44,05889;12155
31;Brazil;Minas Gerais;Ibitiúra de Minas;-22,06721;-46,40735;12162
31;Brazil;Minas Gerais;Ibituruna;-21,16363;-44,77552;12163
31;Brazil;Minas Gerais;Icaraí de Minas;-16,22108;-44,85922;12168
31;Brazil;Minas Gerais;Igarapé;-20,05423;-44,31636;12181
31;Brazil;Minas Gerais;Igaratinga;-19,96011;-44,72106;12189
31;Brazil;Minas Gerais;Iguatama;-20,14528;-45,74194;12199
31;Brazil;Minas Gerais;Ijaci;-21,18351;-44,9224;12204
31;Brazil;Minas Gerais;Ilicínea;-20,93023;-45,81821;12215
31;Brazil;Minas Gerais;Imbé de Minas;-19,61863;-41,96773;12224
31;Brazil;Minas Gerais;Inconfidentes;-22,34042;-46,28495;12230
31;Brazil;Minas Gerais;Indaiabira;-15,57633;-42,15728;12231
31;Brazil;Minas Gerais;Indianópolis;-18,97216;-47,88555;12237
31;Brazil;Minas Gerais;Ingaí;-21,41317;-44,93685;12244
31;Brazil;Minas Gerais;Inhapim;-19,48349;-42,10953;12250
31;Brazil;Minas Gerais;Inhaúma;-19,49972;-44,42415;12251
31;Brazil;Minas Gerais;Inimutaba;-18,71149;-44,27571;12254
31;Brazil;Minas Gerais;Ipaba;-19,4056;-42,36072;12259
31;Brazil;Minas Gerais;Ipanema;-19,75724;-41,76801;12261
31;Brazil;Minas Gerais;Ipatinga;-19,46833;-42,53667;12264
31;Brazil;Minas Gerais;Ipiaçu;-18,70679;-49,91749;12271
31;Brazil;Minas Gerais;Ipuiúna;-22,00732;-46,12468;12295
31;Brazil;Minas Gerais;Iraí de Minas;-19,0633;-47,43698;12316
31;Brazil;Minas Gerais;Itabira;-19,61917;-43,22694;12333
31;Brazil;Minas Gerais;Itabirinha;-18,52982;-41,2537;12334
31;Brazil;Minas Gerais;Itabirito;-20,23843;-43,78016;12335
31;Brazil;Minas Gerais;Itacambira;-16,88654;-43,30766;12339
31;Brazil;Minas Gerais;Itacarambi;-15,10222;-44,09194;12340
31;Brazil;Minas Gerais;Itaguara;-20,37868;-44,54609;12351
31;Brazil;Minas Gerais;Itaipé;-17,42738;-41,65509;12361
31;Brazil;Minas Gerais;Itajubá;-22,42051;-45,42137;12370
31;Brazil;Minas Gerais;Itamarandiba;-17,85429;-42,89409;12377
31;Brazil;Minas Gerais;Itamarati de Minas;-21,41883;-42,83387;12379
